Name,ParentOrg,OrgID,Address
Copacabana Public School Library,Copacabana Public School,8954,Pueblo Street COPOCABANA NSW 2251 AUSTRALIA
Copper Coast Library - Kadina,Copper Coast Council,332577,1a Doswell Terrace KADINA SA 5554 AUSTRALIA
Copyright Agency Limited,,334357,"Level 15, 233 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA"
Corangamite Moyne Library Service,Corangamite Moyne Library Service,5538,101 Dunlop Street MORTLAKE VIC 3272 AUSTRALIA
Corinda Library,Brisbane City Council Library Service,3907,641 Oxley Road CORINDA QLD 4075 AUSTRALIA
Corinella Mark Lodge,,340237,123 Mostyn Street CASTLEMAINE VIC 3450 AUSTRALIA
Corio Library,Geelong Regional Library Corporation,3634,Cox Road NORLANE VIC 3214 AUSTRALIA
Cornish College,,336142,65 Riverend Road Bangholme VIC AUSTRALIA
Corowa Library,Riverina Regional Library,6356,"Civic Centre, 100 Edward Street COROWA NSW 2646 AUSTRALIA"
"Corporate & Resource Finance Department, Information Centre",BA Australia Ltd,322,"Level 13, 167 Macquarie Street SYDNEY NSW 2000 AUSTRALIA"
Corporate Affairs Library,Philip Morris Corporate Services Inc.,10711,"Level 7, 1 Southbank Boulevard MELBOURNE VIC 3006 AUSTRALIA"
Corporation of the Diocesan Synod of North Queensland,,163999,155-157 Denham Street Townsville QLD 4810 AUSTRALIA
Corpus Christi College Library,Corpus Christi College,3428,Murdoch Drive BATEMAN WA 6150 AUSTRALIA
Corpus Christi School Library,"Corpus Christi School, St Ives",9379,17 Link Road ST IVES NSW 2075 AUSTRALIA
Correctional Services Library,Department of Justice Correctional Services South Australia,6644,"8th Floor, 25 Franklin Street ADELAIDE SA 5000 AUSTRALIA"
Corrections Victoria Resource Centre,Office of the Correctional Services - Victoria,5527,"Department of Justice Level 6, 452 Flinders Street MELBOURNE VIC 3000 AUSTRALIA"
Corrigin Public Library,Shire of Corrigin,1490,29 Walton Street CORRIGIN WA 6375 AUSTRALIA
Corrimal District Library,Wollongong City Libraries,7343,15 Short Street CORRIMAL NSW 2518 AUSTRALIA
Corrimal High School Library,Corrimal High School,7904,Murray Road CORRIMAL NSW 2518 AUSTRALIA
Corrs Support Services - Brisbane,Corrs Support Services Pty Ltd,6352,"35th Floor, Waterfront Place 1 Eagle Street BRISBANE QLD 4000 AUSTRALIA"
Corrs Support Services - Melbourne,Corrs Support Services Pty Ltd,3835,Bourke Place 600 Bourke Street MELBOURNE VIC 3000 AUSTRALIA
Corrs Support Services - Perth,Corrs Support Services Pty Ltd,4578,Woodside Plaza 150 St George's Terrace PERTH WA 6000 AUSTRALIA
Corrs Support Services - Sydney,Corrs Support Services Pty Ltd,9673,Level 9 8 Chifley Square SYDNEY NSW 2000 AUSTRALIA
Corryong Library,Towong Shire Libraries,6357,Hanson Street (Murray Valley Hwy) CORRYONG VIC 3707 AUSTRALIA
Cosmopolitan Civil Societies: An Interdisciplinary Journal,University Library,329357,Electronic Resource N/A NSW N/A AUSTRALIA
Cosmos and History: The Journal of Natural and Social Philosophy,Swinburne Library,329358,Electronic Resource N/A VIC N/A AUSTRALIA
Cotter Harvey Library,Woolcock Institute of Medical Research,7865,"Woolcock Insitute of Medical Research Level 6, 88 Mallett sStreet CAMPERDOWN NSW 2050 AUSTRALIA"
Council of Estonian Societies in Australia,Estonian Archives in Australia,91007,141 Campbell St Surrey Hills NSW 2010 AUSTRALIA
Council of Private Higher Education Inc,,338677,"Suite 59, Level 5, 47 Neridah Street Chatswood NSW 2067 AUSTRALIA"
Council on the Ageing Library,Council on the Ageing (WA) Inc.,8063,"2nd Floor, Wesley Centre 93 William Street PERTH WA 6850 AUSTRALIA"
Council on the Ageing Queensland Library,Council on the Ageing Queensland Inc.,6289,"Level 5, 199 George Street NUNDAH QLD 4000 AUSTRALIA"
Course Work,The University of Melbourne,336458,Please see one of the related branch entries Melbourne VIC 3000 AUSTRALIA
Courts Library (NT),,7714,Supreme Court Building Mitchell Street DARWIN NT 0800 AUSTRALIA
Covenant College Library,Covenant College,11415,Wookcock Drive GORDON ACT 2906 AUSTRALIA
Cowell School Community Library,District Council of Franklin Harbour,1499,Cowell Area School 42 Story Road COWELL SA 5602 AUSTRALIA
Cowra Campus Library,TAFE NSW,5316,27-33 Carleton Street COWRA NSW 2794 AUSTRALIA
Cowra Family History Library,Cowra Family History Inc.,6038,COUNCIL LIBRARY DARLING STREET COWRA NSW 2794 AUSTRALIA
Cowra Library,Orange Library,9212,Darling Street COWRA NSW 2794 AUSTRALIA
Cowra Public School Library,Cowra Public School,6039,Vaux Street COWRA NSW 2794 AUSTRALIA
Cradle Coast Campus Library,University of Tasmania,2278,16-20 Mooreville Road BURNIE TAS 7320 AUSTRALIA
Craft Australia Library,Craft Australia,8898,Suite 7 Level 1 National Press Club 16 National Circuit Barton ACT 2600 AUSTRALIA
Craft Victoria Reading Room,Craft Victoria,8044,31 Flinders Lane MELBOURNE VIC 3000 AUSTRALIA
Craigieburn Library,Hume Libraries,3645,59 Craigieburn Road Craigieburn VIC 3064 AUSTRALIA
Cranbourne Library,Connected Libraries,6130,City of Casey - Cranbourne Complex 65 Berwick-Cranbourne Road CRANBOURNE VIC 3977 AUSTRALIA
Cranbrook Public Library,Shire of Cranbrook Libraries,1501,Gathorne Street CRANBROOK WA 6321 AUSTRALIA
Cranbrook Public Library Archives,Shire of Cranbrook Libraries,342693,140 Climie Street CRANBROOK WA 6321 AUSTRALIA
Cranbrook School Library,Cranbrook School,7264,5 Victoria Road BELLEVUE HILL NSW 2023 AUSTRALIA
Crescent School of Special Purposes Library,Crescent School of Special Purposes,2460,Fitzroy Street GOULBURN NSW 2580 AUSTRALIA
"Creswick Campus Historical Collection, University of Melbourne",The University of Melbourne,341320,"Liaison Librarian, Science and Engineering, The University of Melbourne Room 156, Building 719, 4 Water Street CRESWICK VIC 3363 AUSTRALIA"
Creswick Library,Central Highlands Libraries,3592,68 Albert Street CRESWICK VIC 3363 AUSTRALIA
Creswick Museum,,16231,Town Hall Building 70 Albert Street CRESWICK VIC 3363 AUSTRALIA
Crime and Corruption Commission Library,Crime and Corruption Commission,8902,Level 2 North Tower Green Square 515 St Paul's Terrace FORTITUDE VALLEY QLD 4006 AUSTRALIA
Croatian Business Reference Library,Australian-Croatian Chamber of Commerce and Industry S.A. Inc.,1417,P.O. Box 168 Rosewater East SA 5013 AUSTRALIA
Cronulla Library,Sutherland Shire Libraries,7201,"Cronulla Centre, 38-60 Croydon Street CRONULLA NSW 2230 AUSTRALIA"
Crookwell Library,Upper Lachlan Shire Library Service,9125,Denison Street CROOKWELL NSW 2583 AUSTRALIA
Crown Institute of Higher Education,,341060,116 Pacific Highway NORTH SYDNEY NSW 2060 AUSTRALIA
Crown Law Library,Department of Justice,7156,"State Law Building, 7th Floor 50 Ann Street BRISBANE QLD 4001 AUSTRALIA"
Crows Nest College Library- CLOSED,TAFE NSW,6597,1 1 1 NSW 1 AUSTRALIA
Croydon Library,Croydon Shire Council,5114,Samwell Street CROYDON QLD 4871 AUSTRALIA
Croydon Library,Your Library Limited,6817,Civic Square CROYDON VIC 3136 AUSTRALIA
Crystal Brook Library,Port Pirie Regional Council,6348,Bowman Street CRYSTAL BROOK SA 5523 AUSTRALIA
Cue Public Library,Cue Shire Council,5115,Austin Street CUE WA 6640 AUSTRALIA
Culcairn Library,Riverina Regional Library,8842,Balfour Street CULCAIRN NSW 2660 AUSTRALIA
Cultural Centre Library,Marion Libraries,19476,287 Diagonal Road OAKLANDS PARK SA 5046 AUSTRALIA
Cultural Collections,City of Perth,343462,Council House 27 St Georges Tce Perth WA 6000 AUSTRALIA
Cultural Trust Library,Geraldton Cultural Trust,11232,Marine Terrace GERALDTON WA 6530 AUSTRALIA
Cumberland City Council Library Service,Cumberland Council,1886,Cnr Miller & Newman Streets MERRYLANDS NSW 2160 AUSTRALIA
Cummins Area School,District Council of Lower Eyre Peninsula,5116,McFarlane Street CUMMINS SA 5631 AUSTRALIA
Cumnock Public School Library,Cumnock Public School,10739,CUMNOCK NSW 2867 AUSTRALIA
Cunderdin Public Library,Shire of Cunderdin,5118,57 Main Street CUNDERDIN WA 6407 AUSTRALIA
Cunningham Library (ACER),Australian Council for Educational Research,6515,19 Prospect Hill Road CAMBERWELL VIC 3124 AUSTRALIA
Currambine Primary School Library,Currambine Primary School,9124,28 Ambassador Drive CURRAMBINE WA 6028 AUSTRALIA
Curramulka Library Depot,Yorke Peninsula Libraries,339682,Curramulka Institute Sixth Street CURRAMULKA SA 5580 AUSTRALIA
Curran Foundation Library,Garvan Institute of Medical Research,6952,384 Victoria Street DARLINGHURST NSW 2010 AUSTRALIA
Curran Public School Library,Curran Public School,11332,Melaleuca Drive MACQUARIE FIELDS NSW 2564 AUSTRALIA
Curriculum Council Library,Curriculum Council,3080,27 Walters Drive OSBORNE PARK WA 6017 AUSTRALIA
Curtin University Library,Curtin University,4334,Building 105 208 Kent Street BENTLEY WA 6102 AUSTRALIA
Curtin University: Institutional Repository,Curtin University Library,334857,Kent Street BENTLEY WA 6102 AUSTRALIA
Customs House Library,City of Sydney Library,240538,31 Alfred Street Circular Quay Sydney NSW 2001 AUSTRALIA
Cutler Research Centre,Royal Australian Artillery Historical Company,343080,Cutler Research Centre North Head Scenic Drive MANLY NSW 2095 AUSTRALIA
Cyclist's Action Group Library,Bicycle Federation of Australia,5383,2 Barsden Street COTTESLOE WA 6011 AUSTRALIA
Cyprus Turkish Islamic Community of Victoria Library,Cyprus Turkish Islamic Community of Victoria,6670,618 Ballarat Road SUNSHINE VIC 3020 AUSTRALIA
Cyril Jackson Senior Campus Library,Cyril Jackson Senior Campus,9122,Reid Street (Just off Guildford Road) BASSENDEAN WA 6054 AUSTRALIA
D. D. Davey Library,Eltham College,8323,1660 Main Road RESEARCH VIC 3095 AUSTRALIA
D.K. Donald Library,College of Law,8410,2 Chandos Street ST LEONARDS NSW 2065 AUSTRALIA
D.M. Chambers Library,Tasmanian Law Library: Andrew Inglis Clark,326197,"Level 8, 15 Murray St Hobart TAS 7000 AUSTRALIA"
DAC Archive and Reference Library,Dutch Australian Cultural Centre,9634,85 Market St SMITHFIELD NSW 2164 AUSTRALIA
DASSA Library and Resource Centre,Drug & Alcohol Services South Australia,9798,DASSA Library and Resource Centre 161 Greenhill Road PARKSIDE SA 5063 AUSTRALIA
DETSI | DNRMMRRD | DLGWV,"QLD Dept of the Environment, Tourism, Science and Innovation",4681,"Gnd Floor, Block B, Ecosciences Precinct Loading Dock B1, off Joe Baker Street Dutton Park QLD 4102 AUSTRALIA"
DLALC Library,Deerubbin Local Aboriginal Land Council,8516,5/271 Beames Avenue MT DRUITT VILLAGE NSW 2770 AUSTRALIA
DLS Australia Pty Ltd,,334257,12 Phoenix Court BRAESIDE VIC 3195 AUSTRALIA
DPC Library Collection,Victorian Government Library Service,7423,Knowledge Resource Centre 607 Sneydes Rd WERRIBEE VIC 3030 AUSTRALIA
DPI Qld eResearch Archive,Department of Primary Industries Qld,332477,DPI Qld Research Information Service EcoSciences Precinct Loading Dock 3 off Joe Baker Street/ Boggo Road Urban Village DUTTON PARK QLD 4102 AUSTRALIA
DPI Research Information Service Coopers Plains,Department of Primary Industries Qld,9294,"DPI Qld Research Information Service Level 1, Block 1 39 Kessels Road COOPERS PLAINS QLD 4108 AUSTRALIA"
DPMC Library,Department of the Prime Minister and Cabinet,4687,1 National Circuit BARTON ACT 2600 AUSTRALIA
DPP Library,Director of Public Prosecutions,9631,1st Floor Reserve Bank Building 20-22 London Circuit CANBERRA ACT 2601 AUSTRALIA
DSAV Parent Support Library,Down Syndrome Association of Victoria Inc,7647,495 High Street NORTHCOTE VIC 3070 AUSTRALIA
DTF Collection,Victorian Government Library Service,331397,Level 25 121 Exhibition Street MELBOURNE VIC 3000 AUSTRALIA
DVRC Library,Domestic Violence Resource Centre,8517,187 Melbourne Street SOUTH BRISBANE BC QLD 4101 AUSTRALIA
DW Stock Picture Library,,20519,"108 Beecroft Road Beecroft, Sydney NSW 2119 AUSTRALIA"
Dairy Australia: Research Reports,Dairy Australia,329797,"Level 3, HWT Building 40 City Road Southbank VIC 3006 AUSTRALIA"
Dalby Agricultural College Library,Australian Agricultural College Corporation,2471,Bunya Highway DALBY QLD 4405 AUSTRALIA
Dalby Library,Western Downs Libraries,2473,107 Drayton Street DALBY QLD 4405 AUSTRALIA
Dalby State High School Library,Dalby State High School,10935,Nicholson Street DALBY QLD 4405 AUSTRALIA
Dalton McCaughey Library,,7435,29 College Crescent PARKVILLE VIC 3052 AUSTRALIA
Dalwallinu Library,Dalwallinu Shire Council,5112,51-53 Johnson Street DALWALLINU WA 6609 AUSTRALIA
Dampier Primary School Library,Dampier Primary School,9438,Church Road DAMPIER WA 6713 AUSTRALIA
Dampier Public Library,City of Karratha,8030,Dampier Community Hub High Street DAMPIER WA 6713 AUSTRALIA
Dan O'Dea Library,Koondoola Mercy Primary School,9320,Mirrabrook Ave WEST PERTH WA 6064 AUSTRALIA
Dandaragan Public Library,Shire of Dandaragan Libraries,5074,Shire of Dandaragan Dandaragan Road DANDARAGAN WA 6507 AUSTRALIA
Dandenong & District Historical Society Inc,,6655,Tom Houlahan Community Support Centre 186 Foster Street East DANDENONG VIC 3175 AUSTRALIA
Dandenong Hospital Library,Monash Health,301,135 David Street DANDENONG VIC 3175 AUSTRALIA
Dandenong Library,City of Greater Dandenong Libraries,6361,225 Lonsdale Street DANDENONG VIC 3175 AUSTRALIA
Dandenong Library,City of Greater Dandenong Libraries,9505,Stuart Street DANDENONG VIC 3175 AUSTRALIA
Dapto Campus Library,TAFE NSW,2630,Princes Highway DAPTO NSW 2350 AUSTRALIA
Dapto District Library,Wollongong City Libraries,7345,Dapto Ribbonwood Centre 93-109 Princes Highway DAPTO NSW 2530 AUSTRALIA
Daramalan College Library,Daramalan College,11416,Cowper Street DICKSON ACT 2602 AUSTRALIA
Dardanup Public Library,Shire of Dardanup Library Services,5111,3 Little Street DARDANUP WA 6236 AUSTRALIA
Darebin Parklands Association,,335998,Separation Street Alphington VIC AUSTRALIA
Dareton Branch Library,Wentworth Shire Library Services,7550,Millie Street DARETON NSW 2717 AUSTRALIA
Darkan Public Library,West Arthur Shire Council,7552,27 Burrows Street DARKAN WA 6392 AUSTRALIA
Darling Downs Health Library,Darling Downs Health Service District,5540,Toowoomba Health Service Pechey Street TOOWOOMBA QLD 4350 AUSTRALIA
Darling House Community Library,AIDS Council of South Australia,9796,64 Fullarton Road NORWOOD SA 5067 AUSTRALIA
Darling Square Library,City of Sydney Library,341760,"Level 1-2, 1 Little Pier Street HAYMARKET NSW 2000 AUSTRALIA"
Darwin High School,NT Schools Darwin Region,339085,Bullocky Point DARWIN NT 0820 AUSTRALIA
Darwin Library,Catholic Church,4052,90 Smith Street DARWIN NT 0800 AUSTRALIA
Darwin Library,National Trust of Australia (Northern Territory),9461,4 Burnett Place MYILLY POINT NT 0800 AUSTRALIA
Darwin Middle School,NT Schools Darwin Region,339086,PO Box 2257 PARAP NT 0804 AUSTRALIA
Darwin Office Library,National Archives of Australia,10955,Kelsey Crescent MILLNER NT 0810 AUSTRALIA
Darwin Port Corporation Library,Darwin Port Corporation,8031,Administration Building BERRIMAH NT 0828 AUSTRALIA
Darwin Prison Library,Department of Correctional Services (NT),5490,Darwin Prison Tivendale Road BERRIMAH NT AUSTRALIA
Darwin Toy Library,Darwin Toy Library Association,3551,Marrara Neighbourhood Centre McMillans Road MARRARA NT 0812 AUSTRALIA
David Jupurrurla Long Resource Centre,Central Land Council,1563,27 Stuart Highway ALICE SPRINGS NT 0870 AUSTRALIA
Davies Collison Cave,,338458,Level 15 1 Nicholson Street MELBOURNE VIC 3000 AUSTRALIA
Dawson Park Primary School Library,Dawson Park Primary School,5986,120 Bougainvillea Avenue FORRESTFIELD WA 6058 AUSTRALIA
Daylesford & District Historical Society Library,Daylesford and District Historical Society Inc.,8518,100 Vincent Street DAYLESFORD VIC 3460 AUSTRALIA
Daylesford Library,Central Highlands Libraries,3593,Cnr Bridport & Albert Sts DAYLESFORD VIC 3460 AUSTRALIA
De La Salle College Library,De La Salle College,17114,1318 High St MALVERN VIC 3144 AUSTRALIA
Deaf Children Australia,,335988,597 St Kilda Road Melbourne VIC AUSTRALIA
Deakin University Library,Deakin University,13074,75 Pigdons Rd Waurn Ponds VIC 3216 AUSTRALIA
Deakin University: Institutional Repository,Deakin University Library,334877,Pigdons Rd GEELONG VIC 3217 AUSTRALIA
Deakin University: Open Journals System,Deakin University Library,338158,75 Pigdons Rd WAURN PONDS VIC 3216 AUSTRALIA
Deanmore Primary School Library,Deanmore Primary School,5989,21 Deanmore Road KARRINYUP WA 6018 AUSTRALIA
Deception Bay Library,Moreton Bay Region Libraries,8032,9 Bayview Terrace DECEPTION BAY QLD 4508 AUSTRALIA
Dee Why Library,Northern Beaches Library Service,5250,725 Pittwater Road DEE WHY NSW 2099 AUSTRALIA
Deer Park Library,Brimbank Libraries,3887,Corner of Neale & Station Roads DEER PARK VIC 3023 AUSTRALIA
Defence Library Service - Australian Defence College,Department of Defence,6890,Vane Green Library Australian Defence College CANBERRA ACT 2000 AUSTRALIA
Defence Library Service - Brisbane,Department of Defence,4087,Building H1 Gallipoli Barracks ENOGGERA QLD 4051 AUSTRALIA
Defence Library Service - Fleet Base West,Department of Defence,4261,HMAS Stirling Building A34 ROCKINGHAM WA 6958 AUSTRALIA
Defence Library Service - Liverpool,Department of Defence,4273,Building K110 Nadzab Road Holsworthy Barracks HOLSWORTHY NSW 2173 AUSTRALIA
Defence Library Service - Williams,Department of Defence,311419,RAAF Base Williams LAVERTON VIC 3027 AUSTRALIA
Dementia Australia Vic Division Library,Dementia Australia Vic.,9719,98-104 Riversdale Road HAWTHORN VIC 3122 AUSTRALIA
Demonstration Library,Libraries Australia Test Organisation,343501,12 Test Street Test Canberra NSW 2564 AUSTRALIA
Deniliquin Campus Library,TAFE NSW,5856,Corner of Poictiers & Macauley Streets DENILIQUIN NSW 2710 AUSTRALIA
Denistone East School Library,Denistone East Public School,5431,Lovell Road EASTWOOD NSW 2122 AUSTRALIA
Denman Library,Muswellbrook Shire Libraries,3841,Ogilvie Street DENMAN NSW 2328 AUSTRALIA
Denmark Public Library,Shire of Denmark,5110,Strickland Street DENMARK WA 6333 AUSTRALIA
Dennis Wolanski Library of the Performing Arts,The Wolanski Foundation,11653,7/15 Raine Street Woollahra NSW 2025 AUSTRALIA
Department for Child Protection,,336638,"Level 1 West, 31 Flinders Street ADELAIDE SA 5000 AUSTRALIA"
Department for Correctional Services (SA),,331337,"Level 2, 400 King William Street ADELAIDE SA 5000 AUSTRALIA"
"Department of Agriculture, Fisheries and Forestry. DAFF Library",,8829,"Agriculture House, Level 06 70 Northbourne Avenue CANBERRA ACT 2600 AUSTRALIA"
